# meas,ref,error,kp,ki,kd,kpd, u
5.000000000000000000e-01,0.000000000000000000e+00,-5.000000000000000000e-01,-4.500000000000000000e+00,-0.000000000000000000e+00,9.099999999999999645e+00,4.599999999999999645e+00,-4.500000000000000000e+00
4.349999999999999978e-01,0.000000000000000000e+00,-4.349999999999999978e-01,-3.915000000000000036e+00,-0.000000000000000000e+00,9.099999999999999645e+00,5.184999999999999609e+00,5.184999999999999609e+00
4.018499999999999850e-01,0.000000000000000000e+00,-4.018499999999999850e-01,-3.616649999999999920e+00,-0.000000000000000000e+00,4.641000000000001791e+00,1.024350000000001870e+00,1.024350000000001870e+00
3.589434999999999709e-01,0.000000000000000000e+00,-3.589434999999999709e-01,-3.230491499999999849e+00,-0.000000000000000000e+00,6.006910000000002192e+00,2.776418500000002343e+00,2.776418500000002343e+00
3.238011849999999914e-01,0.000000000000000000e+00,-3.238011849999999914e-01,-2.914210664999999700e+00,-0.000000000000000000e+00,4.919924099999997580e+00,2.005713434999997880e+00,2.005713434999997880e+00
2.887160043499999995e-01,0.000000000000000000e+00,-2.887160043499999995e-01,-2.598444039149999885e+00,-0.000000000000000000e+00,4.911925290999999305e+00,2.313481251849999421e+00,2.313481251849999421e+00
2.567656362185000152e-01,0.000000000000000000e+00,-2.567656362185000152e-01,-2.310890725966499915e+00,-0.000000000000000000e+00,4.473051538409997363e+00,2.162160812443497448e+00,2.162160812443497448e+00
2.264368762114349898e-01,0.000000000000000000e+00,-2.264368762114349898e-01,-2.037931885902914964e+00,-0.000000000000000000e+00,4.246026400989103777e+00,2.208094515086188814e+00,2.208094515086188814e+00
1.981890613552318714e-01,0.000000000000000000e+00,-1.981890613552318714e-01,-1.783701552197086926e+00,-0.000000000000000000e+00,3.954694079868436685e+00,2.170992527671349759e+00,2.170992527671349759e+00
1.716511717757422395e-01,0.000000000000000000e+00,-1.716511717757422395e-01,-1.544860545981680211e+00,-0.000000000000000000e+00,3.715304541128548355e+00,2.170443995146868144e+00,2.170443995146868144e+00
1.468177221477212913e-01,0.000000000000000000e+00,-1.468177221477212913e-01,-1.321359499329491705e+00,-0.000000000000000000e+00,3.476682947922932865e+00,2.155323448593441160e+00,2.155323448593441160e+00
1.235375070056347613e-01,0.000000000000000000e+00,-1.235375070056347613e-01,-1.111837563050712907e+00,-0.000000000000000000e+00,3.259230119892114086e+00,2.147392556841401401e+00,2.147392556841401401e+00
1.017312174319622425e-01,0.000000000000000000e+00,-1.017312174319622425e-01,-9.155809568876601690e-01,-0.000000000000000000e+00,3.052880540314152569e+00,2.137299583426492511e+00,2.137299583426492511e+00
8.129792369255464668e-02,0.000000000000000000e+00,-8.129792369255464668e-02,-7.316813132329917924e-01,-0.000000000000000000e+00,2.860661123517063587e+00,2.128979810284072016e+00,2.128979810284072016e+00
6.215442805598778153e-02,0.000000000000000000e+00,-6.215442805598778153e-02,-5.593898525038900615e-01,-0.000000000000000000e+00,2.680089389119361343e+00,2.120699536615471281e+00,2.120699536615471281e+00
4.421792778557562253e-02,0.000000000000000000e+00,-4.421792778557562253e-02,-3.979613500701806306e-01,-0.000000000000000000e+00,2.511110037857702260e+00,2.113148687787521851e+00,2.113148687787521851e+00
2.741291439303868496e-02,0.000000000000000000e+00,-2.741291439303868496e-02,-2.467162295373481751e-01,-0.000000000000000000e+00,2.352701874955171135e+00,2.105985645417822738e+00,2.105985645417822738e+00
1.166775745467997158e-02,0.000000000000000000e+00,-1.166775745467997158e-02,-1.050098170921197477e-01,-0.000000000000000000e+00,2.204321971370219568e+00,2.099312154278099918e+00,2.099312154278099918e+00
-3.084277940897741516e-03,0.000000000000000000e+00,3.084277940897741516e-03,2.775850146807967364e-02,-0.000000000000000000e+00,2.065284955380879417e+00,2.093043456848958872e+00,2.093043456848958872e+00
-1.690587876798586506e-02,0.000000000000000000e+00,1.690587876798586506e-02,1.521529089118727751e-01,-0.000000000000000000e+00,1.935024115792337351e+00,2.087177024704210293e+00,2.087177024704210293e+00
-2.985570934803188567e-02,0.000000000000000000e+00,2.985570934803188567e-02,2.687013841322869467e-01,-0.000000000000000000e+00,1.812976281206442941e+00,2.081677665338729888e+00,2.081677665338729888e+00
-4.198876327469060893e-02,0.000000000000000000e+00,4.198876327469060893e-02,3.778988694722154595e-01,-0.000000000000000000e+00,1.698627549732221187e+00,2.076526419204436813e+00,2.076526419204436813e+00
-5.335655300930496059e-02,0.000000000000000000e+00,5.335655300930496059e-02,4.802089770837446592e-01,-0.000000000000000000e+00,1.591490562846009205e+00,2.071699539929753975e+00,2.071699539929753975e+00
-6.400734734462176778e-02,0.000000000000000000e+00,6.400734734462176778e-02,5.760661261015959100e-01,-0.000000000000000000e+00,1.491111206944353063e+00,2.067177333045949084e+00,2.067177333045949084e+00
-7.398636834947909524e-02,0.000000000000000000e+00,7.398636834947909524e-02,6.658773151453118988e-01,-0.000000000000000000e+00,1.397062940680025900e+00,2.062940255825338021e+00,2.062940255825338021e+00
-8.333598679608303361e-02,0.000000000000000000e+00,8.333598679608303361e-02,7.500238811647472748e-01,-0.000000000000000000e+00,1.308946582524551427e+00,2.058970463689298924e+00,2.058970463689298924e+00
-9.209590060579397885e-02,0.000000000000000000e+00,9.209590060579397885e-02,8.288631054521458097e-01,-0.000000000000000000e+00,1.226387933359532223e+00,2.055251038811678033e+00,2.055251038811678033e+00
-1.003033040273881571e-01,0.000000000000000000e+00,1.003033040273881571e-01,9.027297362464934416e-01,-0.000000000000000000e+00,1.149036479023184842e+00,2.051766215269678284e+00,2.051766215269678284e+00
-1.079930452962855475e-01,0.000000000000000000e+00,1.079930452962855475e-01,9.719374076665698858e-01,-0.000000000000000000e+00,1.076563777645634712e+00,2.048501185312204598e+00,2.048501185312204598e+00
-1.151977747120608853e-01,0.000000000000000000e+00,1.151977747120608853e-01,1.036779972408548023e+00,-0.000000000000000000e+00,1.008662118208547342e+00,2.045442090617095587e+00,2.045442090617095587e+00
-1.219480832216652683e-01,0.000000000000000000e+00,1.219480832216652683e-01,1.097532748994987317e+00,-0.000000000000000000e+00,9.450431913446135646e-01,2.042575940339601104e+00,2.042575940339601104e+00
-1.282726323278736424e-01,0.000000000000000000e+00,1.282726323278736424e-01,1.154453690950862699e+00,-0.000000000000000000e+00,8.854368748691723301e-01,2.039890565820035029e+00,2.039890565820035029e+00
-1.341982757758816702e-01,0.000000000000000000e+00,1.341982757758816702e-01,1.207784481982935088e+00,-0.000000000000000000e+00,8.295900827211238893e-01,2.037374564704058866e+00,2.037374564704058866e+00
-1.397501735768491016e-01,0.000000000000000000e+00,1.397501735768491016e-01,1.257751562191641970e+00,-0.000000000000000000e+00,7.772656921354403892e-01,2.035017254327082359e+00,2.035017254327082359e+00
-1.449518988345457060e-01,0.000000000000000000e+00,1.449518988345457060e-01,1.304567089510911382e+00,-0.000000000000000000e+00,7.282415360775246205e-01,2.032808625588435891e+00,2.032808625588435891e+00
-1.498255378363579637e-01,0.000000000000000000e+00,1.498255378363579637e-01,1.348429840527221701e+00,-0.000000000000000000e+00,6.823094602537160824e-01,2.030739300780937562e+00,2.030739300780937562e+00
-1.543917838303608403e-01,0.000000000000000000e+00,1.543917838303608403e-01,1.389526054473247507e+00,-0.000000000000000000e+00,6.392744391604027188e-01,2.028800493633650337e+00,2.028800493633650337e+00
-1.586700248880272279e-01,0.000000000000000000e+00,1.586700248880272279e-01,1.428030223992245107e+00,-0.000000000000000000e+00,5.989537480732942676e-01,2.026983972065539596e+00,2.026983972065539596e+00
-1.626784262250381974e-01,0.000000000000000000e+00,1.626784262250381974e-01,1.464105836025343832e+00,-0.000000000000000000e+00,5.611761871815357239e-01,2.025282023206879778e+00,2.025282023206879778e+00
-1.664340073299803713e-01,0.000000000000000000e+00,1.664340073299803713e-01,1.497906065969823342e+00,-0.000000000000000000e+00,5.257813546919043457e-01,2.023687420661727465e+00,2.023687420661727465e+00
-1.699527142283052683e-01,0.000000000000000000e+00,1.699527142283052683e-01,1.529574428054747415e+00,-0.000000000000000000e+00,4.926189657654855836e-01,2.022193393820232998e+00,2.022193393820232998e+00
-1.732494871884278365e-01,0.000000000000000000e+00,1.732494871884278365e-01,1.559245384695850500e+00,-0.000000000000000000e+00,4.615482144171595413e-01,2.020793599113010153e+00,2.020793599113010153e+00
-1.763383241574203175e-01,0.000000000000000000e+00,1.763383241574203175e-01,1.587044917416782885e+00,-0.000000000000000000e+00,4.324371756589473481e-01,2.019482093075730234e+00,2.019482093075730234e+00
-1.792323401956554818e-01,0.000000000000000000e+00,1.792323401956554818e-01,1.613091061760899336e+00,-0.000000000000000000e+00,4.051622453529230006e-01,2.018253307113822448e+00,2.018253307113822448e+00
-1.819438231627524272e-01,0.000000000000000000e+00,1.819438231627524272e-01,1.637494408464771789e+00,-0.000000000000000000e+00,3.796076153935723507e-01,2.017102023858344140e+00,2.017102023858344140e+00
-1.844842858912659200e-01,0.000000000000000000e+00,1.844842858912659200e-01,1.660358573021393225e+00,-0.000000000000000000e+00,3.556647819918890008e-01,2.016023355013282448e+00,2.016023355013282448e+00
-1.868645150696466029e-01,0.000000000000000000e+00,1.868645150696466029e-01,1.681780635626819453e+00,-0.000000000000000000e+00,3.332320849732955947e-01,2.015012720600115159e+00,2.015012720600115159e+00
-1.890946170420261252e-01,0.000000000000000000e+00,1.890946170420261252e-01,1.701851553378235238e+00,-0.000000000000000000e+00,3.122142761331331284e-01,2.014065829511368477e+00,2.014065829511368477e+00
-1.911840607192919761e-01,0.000000000000000000e+00,1.911840607192919761e-01,1.720656546473627868e+00,0.000000000000000000e+00,2.925221148172191254e-01,2.013178661290846883e+00,2.013178661290846883e+00
-1.931417177836493582e-01,0.000000000000000000e+00,1.931417177836493582e-01,1.738275460052844279e+00,0.000000000000000000e+00,2.740719890100334899e-01,2.012347449062877658e+00,2.012347449062877658e+00
-1.949759003573779681e-01,0.000000000000000000e+00,1.949759003573779681e-01,1.754783103216401630e+00,0.000000000000000000e+00,2.567855603220053906e-01,2.011568663538406909e+00,2.011568663538406909e+00
-1.966943962957224956e-01,0.000000000000000000e+00,1.966943962957224956e-01,1.770249566661502350e+00,0.000000000000000000e+00,2.405894313682338526e-01,2.010838998029736313e+00,2.010838998029736313e+00
-1.983045022537696656e-01,0.000000000000000000e+00,1.983045022537696656e-01,1.784740520283927045e+00,0.000000000000000000e+00,2.254148341266037914e-01,2.010155354410530837e+00,2.010155354410530837e+00
-1.998130546677115149e-01,0.000000000000000000e+00,1.998130546677115149e-01,1.798317492009403606e+00,0.000000000000000000e+00,2.111973379518589100e-01,2.009514829961262627e+00,2.009514829961262627e+00
-2.012264587820407347e-01,0.000000000000000000e+00,2.012264587820407347e-01,1.811038129038366584e+00,0.000000000000000000e+00,1.978765760060907652e-01,2.008914705044457349e+00,2.008914705044457349e+00
-2.025507158459254053e-01,0.000000000000000000e+00,2.025507158459254053e-01,1.822956442613328676e+00,0.000000000000000000e+00,1.853959889438538955e-01,2.008352431557182349e+00,2.008352431557182349e+00
-2.037914485942382281e-01,0.000000000000000000e+00,2.037914485942382281e-01,1.834123037348144081e+00,0.000000000000000000e+00,1.737025847637951870e-01,2.007825622111939268e+00,2.007825622111939268e+00
-2.049539251214316793e-01,0.000000000000000000e+00,2.049539251214316793e-01,1.844585326092885058e+00,0.000000000000000000e+00,1.627467138070831654e-01,2.007332039899968112e+00,2.007332039899968112e+00
-2.060430812496254482e-01,0.000000000000000000e+00,2.060430812496254482e-01,1.854387731246629034e+00,0.000000000000000000e+00,1.524818579471276525e-01,2.006869589193756909e+00,2.006869589193756909e+00
-2.070635414858816303e-01,0.000000000000000000e+00,2.070635414858816303e-01,1.863571873372934729e+00,0.000000000000000000e+00,1.428644330758654934e-01,2.006436306448800444e+00,2.006436306448800444e+00
-2.080196386576498302e-01,0.000000000000000000e+00,2.080196386576498302e-01,1.872176747918848472e+00,0.000000000000000000e+00,1.338536040475479805e-01,2.006030351966396452e+00,2.006030351966396452e+00
-2.089154323097540678e-01,0.000000000000000000e+00,2.089154323097540678e-01,1.880238890787786499e+00,0.000000000000000000e+00,1.254111112945932582e-01,2.005650002082379757e+00,2.005650002082379757e+00
-2.097547259410345033e-01,0.000000000000000000e+00,2.097547259410345033e-01,1.887792533469310641e+00,0.000000000000000000e+00,1.175011083792609767e-01,2.005293641848571617e+00,2.005293641848571617e+00
-2.105410831538292171e-01,0.000000000000000000e+00,2.105410831538292171e-01,1.894869748384462982e+00,0.000000000000000000e+00,1.100900097912599351e-01,2.004959758175723028e+00,2.004959758175723028e+00
-2.112778427848666929e-01,0.000000000000000000e+00,2.112778427848666929e-01,1.901500585063800264e+00,0.000000000000000000e+00,1.031463483452466079e-01,2.004646933409047094e+00,2.004646933409047094e+00
-2.119681330818136977e-01,0.000000000000000000e+00,2.119681330818136977e-01,1.907713197736323307e+00,0.000000000000000000e+00,9.664064157258067667e-02,2.004353839308904206e+00,2.004353839308904206e+00
-2.126148849856716594e-01,0.000000000000000000e+00,2.126148849856716594e-01,1.913533964871044990e+00,0.000000000000000000e+00,9.054526654011463283e-02,2.004079231411159512e+00,2.004079231411159512e+00
-2.132208445754180393e-01,0.000000000000000000e+00,2.132208445754180393e-01,1.918987601178762326e+00,0.000000000000000000e+00,8.483434256449318145e-02,2.003821943743255396e+00,2.003821943743255396e+00
-2.137885847277318507e-01,0.000000000000000000e+00,2.137885847277318507e-01,1.924097262549586684e+00,0.000000000000000000e+00,7.948362132393360646e-02,2.003580883873520513e+00,2.003580883873520513e+00
-2.143205160413104715e-01,0.000000000000000000e+00,2.143205160413104715e-01,1.928884644371794188e+00,0.000000000000000000e+00,7.447038390100690908e-02,2.003355028272800986e+00,2.003355028272800986e+00
-2.148188970721610636e-01,0.000000000000000000e+00,2.148188970721610636e-01,1.933370073649449683e+00,0.000000000000000000e+00,6.977334431908288614e-02,2.003143417968532347e+00,2.003143417968532347e+00
-2.152858439233263366e-01,0.000000000000000000e+00,2.152858439233263366e-01,1.937572595309936974e+00,0.000000000000000000e+00,6.537255916313822190e-02,2.002945154473075196e+00,2.002945154473075196e+00
-2.157233392297608632e-01,0.000000000000000000e+00,2.157233392297608632e-01,1.941510053067847741e+00,0.000000000000000000e+00,6.124934290083372534e-02,2.002759395968681577e+00,2.002759395968681577e+00
-2.161332405765085674e-01,0.000000000000000000e+00,2.161332405765085674e-01,1.945199165188577162e+00,0.000000000000000000e+00,5.738618854467858466e-02,2.002585353733255857e+00,2.002585353733255857e+00
-2.165172883859237118e-01,0.000000000000000000e+00,2.165172883859237118e-01,1.948655595473313351e+00,0.000000000000000000e+00,5.376669331812022889e-02,2.002422288791433580e+00,2.002422288791433580e+00
-2.168771133074245405e-01,0.000000000000000000e+00,2.168771133074245405e-01,1.951894019766820865e+00,0.000000000000000000e+00,5.037548901011601465e-02,2.002269508776937101e+00,2.002269508776937101e+00
-2.172142431411559771e-01,0.000000000000000000e+00,2.172142431411559771e-01,1.954928188270403711e+00,0.000000000000000000e+00,4.719817672240111950e-02,2.002126364992804941e+00,2.002126364992804941e+00
-2.175301093249593642e-01,0.000000000000000000e+00,2.175301093249593642e-01,1.957770983924634223e+00,0.000000000000000000e+00,4.422126573247420200e-02,2.001992249657108314e+00,2.001992249657108314e+00
-2.178260530121916838e-01,0.000000000000000000e+00,2.178260530121916838e-01,1.960434477109725071e+00,0.000000000000000000e+00,4.143211621252473886e-02,2.001866593322249699e+00,2.001866593322249699e+00
-2.181033307662015031e-01,0.000000000000000000e+00,2.181033307662015031e-01,1.962929976895813500e+00,0.000000000000000000e+00,3.881888556137469415e-02,2.001748862457188416e+00,2.001748862457188416e+00
-2.183631198956394459e-01,0.000000000000000000e+00,2.183631198956394459e-01,1.965268079060755069e+00,0.000000000000000000e+00,3.637047812131199986e-02,2.001638557182066958e+00,2.001638557182066958e+00
-2.186065234532567070e-01,0.000000000000000000e+00,2.186065234532567070e-01,1.967458711079310252e+00,0.000000000000000000e+00,3.407649806641654955e-02,2.001535209145727023e+00,2.001535209145727023e+00
-2.188345749194167134e-01,0.000000000000000000e+00,2.188345749194167134e-01,1.969511174274750420e+00,0.000000000000000000e+00,3.192720526240089285e-02,2.001438379537151313e+00,2.001438379537151313e+00
-2.190482425902051944e-01,0.000000000000000000e+00,2.190482425902051944e-01,1.971434183311846722e+00,0.000000000000000000e+00,2.991347391038734482e-02,2.001347657222233956e+00,2.001347657222233956e+00
-2.192484336887713381e-01,0.000000000000000000e+00,2.192484336887713381e-01,1.973235903198942154e+00,0.000000000000000000e+00,2.802675379926011789e-02,2.001262656998202161e+00,2.001262656998202161e+00
-2.194359982173554602e-01,0.000000000000000000e+00,2.194359982173554602e-01,1.974923983956199169e+00,0.000000000000000000e+00,2.625903400177709290e-02,2.001183017957976151e+00,2.001183017957976151e+00
-2.196117325663598241e-01,0.000000000000000000e+00,2.196117325663598241e-01,1.976505593097238389e+00,0.000000000000000000e+00,2.460280886061094741e-02,2.001108401957849559e+00,2.001108401957849559e+00
-2.197763828957856880e-01,0.000000000000000000e+00,2.197763828957856880e-01,1.977987446062071220e+00,0.000000000000000000e+00,2.305104611962094374e-02,2.001038492181692163e+00,2.001038492181692163e+00
-2.199306483033946213e-01,0.000000000000000000e+00,2.199306483033946213e-01,1.979375834730551675e+00,0.000000000000000000e+00,2.159715706525067169e-02,2.000972991795802347e+00,2.000972991795802347e+00
-2.200751837930455257e-01,0.000000000000000000e+00,2.200751837930455257e-01,1.980676654137409676e+00,0.000000000000000000e+00,2.023496855112660864e-02,2.000911622688536173e+00,2.000911622688536173e+00
-2.202106030558110827e-01,0.000000000000000000e+00,2.202106030558110827e-01,1.981895427502299745e+00,0.000000000000000000e+00,1.895869678717798656e-02,2.000854124289477731e+00,2.000854124289477731e+00
-2.203374810756818514e-01,0.000000000000000000e+00,2.203374810756818514e-01,1.983037329681136551e+00,0.000000000000000000e+00,1.776292278190760854e-02,2.000800252463044160e+00,2.000800252463044160e+00
-2.204563565709221906e-01,0.000000000000000000e+00,2.204563565709221906e-01,1.984107209138299632e+00,0.000000000000000000e+00,1.664256933364749447e-02,2.000749778471947238e+00,2.000749778471947238e+00
-2.205677342814430508e-01,0.000000000000000000e+00,2.205677342814430508e-01,1.985109608532987568e+00,0.000000000000000000e+00,1.559287947292042897e-02,2.000702488005908108e+00,2.000702488005908108e+00
-2.206720871119048355e-01,0.000000000000000000e+00,2.206720871119048355e-01,1.986048784007143464e+00,0.000000000000000000e+00,1.460939626464985430e-02,2.000658180271793540e+00,2.000658180271793540e+00
-2.207698581396486948e-01,0.000000000000000000e+00,2.207698581396486948e-01,1.986928723256838225e+00,0.000000000000000000e+00,1.368794388414029672e-02,2.000616667140978411e+00,2.000616667140978411e+00
-2.208614624959827633e-01,0.000000000000000000e+00,2.208614624959827633e-01,1.987753162463844925e+00,0.000000000000000000e+00,1.282460988676958902e-02,2.000577772350614403e+00,2.000577772350614403e+00
-2.209472891288106755e-01,0.000000000000000000e+00,2.209472891288106755e-01,1.988525602159296080e+00,0.000000000000000000e+00,1.201572859590771536e-02,2.000541330755203795e+00,2.000541330755203795e+00
-2.210277024540865665e-01,0.000000000000000000e+00,2.210277024540865665e-01,1.989249322086779070e+00,0.000000000000000000e+00,1.125786553862473394e-02,2.000507187625403915e+00,2.000507187625403915e+00
-2.211030439031084205e-01,0.000000000000000000e+00,2.211030439031084205e-01,1.989927395127975895e+00,0.000000000000000000e+00,1.054780286305956327e-02,2.000475197991035348e+00,2.000475197991035348e+00
